complete,closeMid,highMid,lowMid,volume,openMid,time
True,2.26154,2.263425,2.259855,22491,2.26192,2014-12-31T22:00:00.000000Z
True,2.26284,2.263425,2.259855,22311,2.26154,2015-01-01T22:00:00.000000Z
True,2.260875,2.263425,2.259855,22395,2.262865,2015-01-02T22:00:00.000000Z
True,2.26239,2.263425,2.259855,22306,2.26088,2015-01-03T22:00:00.000000Z
True,2.260895,2.263425,2.259855,22436,2.26239,2015-01-04T22:00:00.000000Z
True,2.262465,2.263425,2.259855,22457,2.260895,2015-01-05T22:00:00.000000Z
True,2.26244,2.263425,2.259855,22511,2.262475,2015-01-06T22:00:00.000000Z
True,2.262175,2.263425,2.259855,22415,2.26245,2015-01-07T22:00:00.000000Z
True,2.26315,2.263425,2.259855,22264,2.262165,2015-01-08T22:00:00.000000Z
True,2.260795,2.263425,2.259855,22345,2.26313,2015-01-09T22:00:00.000000Z
True,2.26262,2.263425,2.259855,22419,2.260805,2015-01-10T22:00:00.000000Z
True,2.26142,2.263425,2.259855,22547,2.26262,2015-01-11T22:00:00.000000Z
True,2.26225,2.263425,2.259855,22461,2.26142,2015-01-12T22:00:00.000000Z
True,2.2618,2.263425,2.259855,22377,2.262225,2015-01-13T22:00:00.000000Z
True,2.26209,2.263425,2.259855,22382,2.261765,2015-01-14T22:00:00.000000Z
True,2.2618,2.263425,2.259855,22326,2.262065,2015-01-15T22:00:00.000000Z
True,2.261575,2.263425,2.259855,22438,2.261425,2015-01-16T22:00:00.000000Z
True,2.261925,2.263425,2.259855,22439,2.26159,2015-01-17T22:00:00.000000Z
True,2.26184,2.263425,2.259855,22520,2.2619,2015-01-18T22:00:00.000000Z
True,2.262135,2.263425,2.259855,22412,2.261845,2015-01-19T22:00:00.000000Z
True,2.261945,2.263425,2.259855,22528,2.26205,2015-01-20T22:00:00.000000Z
True,2.26323,2.263425,2.259855,22294,2.261905,2015-01-21T22:00:00.000000Z
True,2.26117,2.263425,2.259855,22428,2.263235,2015-01-22T22:00:00.000000Z
True,2.262685,2.263425,2.259855,22305,2.26115,2015-01-23T22:00:00.000000Z
True,2.261365,2.263425,2.259855,22499,2.262755,2015-01-24T22:00:00.000000Z
True,2.26269,2.263425,2.259855,22456,2.261595,2015-01-25T22:00:00.000000Z
True,2.26244,2.263425,2.259855,22430,2.262675,2015-01-26T22:00:00.000000Z
True,2.2618,2.263425,2.259855,22475,2.26248,2015-01-27T22:00:00.000000Z
True,2.263075,2.263425,2.259855,22249,2.2618,2015-01-28T22:00:00.000000Z
True,2.261305,2.263425,2.259855,22376,2.26303,2015-01-29T22:00:00.000000Z
True,2.26246,2.263425,2.259855,22418,2.261295,2015-01-30T22:00:00.000000Z
True,2.261755,2.263425,2.259855,22517,2.26245,2015-01-31T22:00:00.000000Z
True,2.262265,2.263425,2.259855,22450,2.26173,2015-02-01T22:00:00.000000Z
