startTime, baseVolume, counterVolume, count, open, high, low, close, vwap, openTime, closeTime
2015-05-03T16:00:00+00:00, 14.275027742887897, 427856.05320600007, 23, 29725, 30000.000300000003, 29725, 29899.99999981992, 29972.344776644408, Sun May 03 2015 16:04:00 GMT+0000, Sun May 03 2015 16:04:00 GMT+0000
2015-05-03T17:00:00+00:00, 0.172272874251497, 5150.95894, 1, 29899.99999981992, 29899.99999981992, 29899.99999981992, 29899.99999981992, 29899.999999304822, Sun May 03 2015 17:28:40 GMT+0000, Sun May 03 2015 17:28:40 GMT+0000
2015-05-03T18:00:00+00:00, 2.208631051842694, 66046.51045, 2, 29899.99999981992, 29940.119760479043, 29899.99999981992, 29940.119760479043, 29903.82227710527, Sun May 03 2015 18:15:10 GMT+0000, Sun May 03 2015 18:15:10 GMT+0000
2015-05-03T19:00:00+00:00, 1.4728071144387276, 43796.099745, 6, 29810.45411094698, 29810.45411094698, 29720, 29720.37531518904, 29736.48030053838, Sun May 03 2015 19:34:10 GMT+0000, Sun May 03 2015 19:34:10 GMT+0000
2015-05-03T20:00:00+00:00, 14.021372235567402, 418410.33192100003, 65, 29728, 29920.002589875425, 29728, 29913.65781635204, 29840.89751640976, Sun May 03 2015 20:01:30 GMT+0000, Sun May 03 2015 20:01:30 GMT+0000
2015-05-03T21:00:00+00:00, 4.951509728049581, 148021.400398, 81, 29907.676199878024, 29999.990400003073, 29730, 29924.26530870041, 29894.195614618373, Sun May 03 2015 21:00:10 GMT+0000, Sun May 03 2015 21:00:10 GMT+0000
2015-05-03T22:00:00+00:00, 16.410816290052367, 489761.49224699993, 53, 29919.67136711685, 29990.76914116604, 29765.45186818182, 29831.658459728827, 29843.82273195486, Sun May 03 2015 22:11:40 GMT+0000, Sun May 03 2015 22:11:40 GMT+0000
2015-05-03T23:00:00+00:00, 54.32281789067649, 1617060.3373470004, 121, 29825.552135094957, 30000.000300000003, 29641.035500090064, 29999.990400003073, 29767.607796070148, Sun May 03 2015 23:00:00 GMT+0000, Sun May 03 2015 23:00:00 GMT+0000
2015-05-04T00:00:00+00:00, 2.5474009245451965, 76170.702103, 6, 29866.86894064583, 29956.539352273117, 29793.42713306017, 29840.65164315181, 29901.340369733607, Mon May 04 2015 00:02:10 GMT+0000, Mon May 04 2015 00:02:10 GMT+0000
2015-05-04T01:00:00+00:00, 6.6978912884702355, 199705.195817, 58, 29825.50441683302, 29887.356942671628, 29750, 29750, 29816.12976621059, Mon May 04 2015 01:01:30 GMT+0000, Mon May 04 2015 01:01:30 GMT+0000
2015-05-04T02:00:00+00:00, 0.7654336521007175, 22794.888859000002, 9, 29750, 29958.99302911154, 29750, 29820.03236589114, 29780.358880798987, Mon May 04 2015 02:08:20 GMT+0000, Mon May 04 2015 02:08:20 GMT+0000
2015-05-04T03:00:00+00:00, 3.8326411715989632, 114077.52842399999, 27, 29843.03195944227, 29852.87663176584, 29689.121350750516, 29691.1355867678, 29764.729677630447, Mon May 04 2015 03:20:40 GMT+0000, Mon May 04 2015 03:20:40 GMT+0000
2015-05-04T04:00:00+00:00, 9.78804429708608, 293234.79866800003, 23, 29904.01826872361, 30000.000300000003, 29833.20055335178, 30000.000300000003, 29958.46665255659, Mon May 04 2015 04:23:00 GMT+0000, Mon May 04 2015 04:23:00 GMT+0000
2015-05-04T05:00:00+00:00, 5.141771671874513, 153297.050665, 66, 29992.37065127012, 29992.37065127012, 29620, 29716.19630868142, 29814.05251881073, Mon May 04 2015 05:09:10 GMT+0000, Mon May 04 2015 05:09:10 GMT+0000
2015-05-04T06:00:00+00:00, 0.32425089660596945, 9686.624591, 6, 29859.0230115727, 29912.218109126054, 29760.75947184696, 29912.218109126054, 29873.855993592555, Mon May 04 2015 06:01:20 GMT+0000, Mon May 04 2015 06:01:20 GMT+0000
2015-05-04T07:00:00+00:00, 0.10005789179607125, 2988.5464159999997, 16, 29868.88128512193, 29880.50258338662, 29859.78085787389, 29868.174125362042, 29868.172938232387, Mon May 04 2015 07:06:50 GMT+0000, Mon May 04 2015 07:06:50 GMT+0000
2015-05-04T08:00:00+00:00, 2.07586208652641, 62097.107256, 17, 29994.00119976005, 29994.00119976005, 29876.5799052049, 29900.00004784, 29913.888624416562, Mon May 04 2015 08:05:40 GMT+0000, Mon May 04 2015 08:05:40 GMT+0000
2015-05-04T09:00:00+00:00, 1.0000000000000007, 29985.889932000002, 2, 30000.000300000003, 30000.000300000003, 29858.156439183145, 29858.156439183145, 29985.889931999984, Mon May 04 2015 09:23:30 GMT+0000, Mon May 04 2015 09:23:30 GMT+0000
2015-05-04T10:00:00+00:00, 3.6176748465720627, 108379.551963, 8, 29917.92290360716, 30100.535789537054, 29898.74598209877, 30100.535789537054, 29958.345224335277, Mon May 04 2015 10:07:50 GMT+0000, Mon May 04 2015 10:07:50 GMT+0000
2015-05-04T11:00:00+00:00, 6.181940129010672, 185340.497839, 68, 29917.37301239027, 30159.999703225603, 29864.797878930378, 30083.46047978101, 29980.9596940663, Mon May 04 2015 11:06:30 GMT+0000, Mon May 04 2015 11:06:30 GMT+0000
