complete,closeMid,highMid,lowMid,volume,openMid,time
True,1.611565,1.612565,1.609025,34828,1.61082,2014-12-31T22:00:00.000000Z
True,1.611595,1.612565,1.609025,34479,1.61156,2015-01-01T22:00:00.000000Z
True,1.609115,1.612565,1.609025,34468,1.611605,2015-01-02T22:00:00.000000Z
True,1.60975,1.612565,1.609025,34391,1.609105,2015-01-03T22:00:00.000000Z
True,1.60993,1.612565,1.609025,34600,1.609795,2015-01-04T22:00:00.000000Z
True,1.611405,1.612565,1.609025,34604,1.609915,2015-01-05T22:00:00.000000Z
True,1.61128,1.612565,1.609025,34453,1.61139,2015-01-06T22:00:00.000000Z
True,1.611555,1.612565,1.609025,34607,1.611275,2015-01-07T22:00:00.000000Z
True,1.611525,1.612565,1.609025,34504,1.61155,2015-01-08T22:00:00.000000Z
True,1.609425,1.612565,1.609025,34463,1.611545,2015-01-09T22:00:00.000000Z
True,1.610115,1.612565,1.609025,34383,1.60941,2015-01-10T22:00:00.000000Z
True,1.61063,1.612565,1.609035,34565,1.61009,2015-01-11T22:00:00.000000Z
True,1.610785,1.612565,1.609025,34383,1.61064,2015-01-12T22:00:00.000000Z
True,1.610755,1.612565,1.609025,34634,1.610775,2015-01-13T22:00:00.000000Z
True,1.61243,1.612565,1.609025,34455,1.610775,2015-01-14T22:00:00.000000Z
True,1.60915,1.612565,1.609025,34610,1.612415,2015-01-15T22:00:00.000000Z
True,1.609595,1.612565,1.609035,34289,1.60912,2015-01-16T22:00:00.000000Z
True,1.610275,1.612565,1.609025,34540,1.60962,2015-01-17T22:00:00.000000Z
True,1.611015,1.612565,1.609025,34638,1.610285,2015-01-18T22:00:00.000000Z
True,1.61081,1.612565,1.609035,34327,1.61103,2015-01-19T22:00:00.000000Z
True,1.611395,1.612565,1.609025,34767,1.61083,2015-01-20T22:00:00.000000Z
True,1.611475,1.612565,1.609025,34463,1.611395,2015-01-21T22:00:00.000000Z
True,1.609275,1.612565,1.609025,34431,1.61146,2015-01-22T22:00:00.000000Z
True,1.609865,1.612565,1.609035,34358,1.60928,2015-01-23T22:00:00.000000Z
True,1.61017,1.612565,1.609025,34571,1.60987,2015-01-24T22:00:00.000000Z
True,1.61123,1.612565,1.609025,34455,1.610165,2015-01-25T22:00:00.000000Z
True,1.611355,1.612565,1.609025,34592,1.61124,2015-01-26T22:00:00.000000Z
True,1.611735,1.612565,1.609025,34503,1.611365,2015-01-27T22:00:00.000000Z
True,1.611455,1.612565,1.609025,34455,1.611745,2015-01-28T22:00:00.000000Z
True,1.609265,1.612565,1.609025,34515,1.61145,2015-01-29T22:00:00.000000Z
True,1.610135,1.612565,1.609025,34428,1.609255,2015-01-30T22:00:00.000000Z
True,1.610875,1.612565,1.609025,34624,1.610135,2015-01-31T22:00:00.000000Z
True,1.61079,1.612565,1.609025,34344,1.61089,2015-02-01T22:00:00.000000Z
True,1.610705,1.612565,1.609025,34646,1.610785,2015-02-02T22:00:00.000000Z
True,1.611895,1.612565,1.609025,34488,1.610695,2015-02-03T22:00:00.000000Z
True,1.609095,1.612565,1.609035,34570,1.611905,2015-02-04T22:00:00.000000Z
True,1.609525,1.612565,1.609025,34340,1.609075,2015-02-05T22:00:00.000000Z
True,1.61015,1.612565,1.609035,34540,1.609535,2015-02-06T22:00:00.000000Z
True,1.611025,1.612565,1.609025,34543,1.61016,2015-02-07T22:00:00.000000Z
True,1.61074,1.612565,1.609035,34378,1.611035,2015-02-08T22:00:00.000000Z
True,1.61142,1.612565,1.609035,34743,1.610775,2015-02-09T22:00:00.000000Z
True,1.61146,1.612565,1.609035,34465,1.611425,2015-02-10T22:00:00.000000Z
True,1.60917,1.612565,1.609025,34466,1.611465,2015-02-11T22:00:00.000000Z
True,1.609815,1.612565,1.609025,34324,1.609165,2015-02-12T22:00:00.000000Z
True,1.61021,1.612565,1.609025,34528,1.60982,2015-02-13T22:00:00.000000Z
True,1.61142,1.612565,1.609025,34449,1.6102,2015-02-14T22:00:00.000000Z
True,1.61125,1.612565,1.609025,34590,1.61143,2015-02-15T22:00:00.000000Z
True,1.611845,1.612565,1.609035,34470,1.611255,2015-02-16T22:00:00.000000Z
True,1.611805,1.612565,1.609025,34468,1.61184,2015-02-17T22:00:00.000000Z
True,1.609235,1.612565,1.609025,34431,1.6118,2015-02-18T22:00:00.000000Z
True,1.61023,1.612565,1.609035,34465,1.609245,2015-02-19T22:00:00.000000Z
True,1.61091,1.612565,1.609035,34629,1.610215,2015-02-20T22:00:00.000000Z
True,1.61101,1.612565,1.609025,34359,1.61092,2015-02-21T22:00:00.000000Z
True,1.609405,1.612565,1.609025,34264,1.611,2015-02-22T22:00:00.000000Z
True,1.61007,1.612565,1.609025,34399,1.60941,2015-02-23T22:00:00.000000Z
True,1.61063,1.612565,1.609025,34592,1.610055,2015-02-24T22:00:00.000000Z
